row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,year,month,month_name,quarter,profit_margin,shipping_days
316,US-2023-149104,05-04-2023,07-04-2023,Second Class,RD-19900,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,48127,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40.2,5,0,18.09,2023,4,April,Q2,0.45,2
317,US-2023-102988,05-04-2023,09-04-2023,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,0,6.35,2023,4,April,Q2,0.49,4
318,US-2023-113887,05-04-2023,07-04-2023,First Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.63,2023,4,April,Q2,0.48,2
319,US-2023-149104,05-04-2023,07-04-2023,Second Class,RD-19900,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,48127,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,689.82,6,0,20.69,2023,4,April,Q2,0.03,2
320,US-2023-151001,05-04-2023,07-04-2023,First Class,JG-15805,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,52.1,4,0.2,3.91,2023,4,April,Q2,0.075,2
321,US-2023-151001,05-04-2023,07-04-2023,First Class,JG-15805,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",49.63,4,0.2,3.72,2023,4,April,Q2,0.075,2
322,US-2023-102988,05-04-2023,09-04-2023,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0,83.28,2023,4,April,Q2,0.02,4
323,US-2023-102988,05-04-2023,09-04-2023,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,28.99,1,0,8.41,2023,4,April,Q2,0.29,4
324,US-2023-102652,06-04-2023,12-04-2023,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0,15.63,2023,4,April,Q2,0.17,6
325,US-2023-102652,06-04-2023,12-04-2023,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0,12.91,2023,4,April,Q2,0.39,6
326,US-2023-169803,06-04-2023,12-04-2023,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0,111.1,2023,4,April,Q2,0.17,6
327,US-2023-118486,06-04-2023,08-04-2023,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,154.76,3,0.4,-36.11,2023,4,April,Q2,-0.233333333,2
328,US-2023-153808,06-04-2023,10-04-2023,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,0,18.45,2023,4,April,Q2,0.26,4
329,US-2023-153808,06-04-2023,10-04-2023,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",65.57,2,0.2,23.77,2023,4,April,Q2,0.3625,4
330,US-2023-136742,06-04-2023,10-04-2023,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,6,0.7,-35.93,2023,4,April,Q2,-0.8,4
331,US-2023-102652,06-04-2023,12-04-2023,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,1,0,26.63,2023,4,April,Q2,0.48,6
332,US-2023-102652,06-04-2023,12-04-2023,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,19.44,3,0,9.33,2023,4,April,Q2,0.48,6
333,US-2023-118486,06-04-2023,08-04-2023,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,10.3,1,0.2,-2.19,2023,4,April,Q2,-0.2125,2
334,US-2023-169803,06-04-2023,12-04-2023,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,33.9,2,0,2.03,2023,4,April,Q2,0.06,6
335,US-2023-153808,06-04-2023,10-04-2023,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,299.97,3,0,131.99,2023,4,April,Q2,0.44,4
336,US-2023-118486,06-04-2023,08-04-2023,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.78,2,0.2,21.9,2023,4,April,Q2,0.1875,2
337,US-2023-124023,07-04-2023,10-04-2023,First Class,PJ-19015,Pauline Johnson,Consumer,United States,Mobile,Alabama,36608,South,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",8.96,2,0,2.78,2023,4,April,Q2,0.31,3
338,US-2023-128846,07-04-2023,12-04-2023,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,122.97,3,0,60.26,2023,4,April,Q2,0.49,5
339,US-2023-165806,07-04-2023,07-04-2023,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.32,9,0,27.99,2023,4,April,Q2,0.48,0
340,US-2023-128846,07-04-2023,12-04-2023,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,629.95,5,0,163.79,2023,4,April,Q2,0.26,5
341,US-2023-165806,07-04-2023,07-04-2023,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,200.97,3,0,50.24,2023,4,April,Q2,0.25,0
342,US-2023-118997,08-04-2023,12-04-2023,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601,South,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92,8,0,316.14,2023,4,April,Q2,0.26,4
343,US-2023-150581,08-04-2023,12-04-2023,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,94521,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,99.59,1,0.2,2.49,2023,4,April,Q2,0.025,4
344,US-2023-121769,08-04-2023,12-04-2023,Standard Class,JS-15880,John Stevenson,Consumer,United States,Toledo,Ohio,43615,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,172.11,1,0.4,-94.66,2023,4,April,Q2,-0.55,4
345,US-2023-100363,08-04-2023,15-04-2023,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,2.37,2,0.2,0.83,2023,4,April,Q2,0.35,7
346,US-2023-163797,08-04-2023,13-04-2023,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Chandler,Arizona,85224,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",49.79,8,0.2,-11.83,2023,4,April,Q2,-0.2375,5
347,US-2023-100363,08-04-2023,15-04-2023,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301,West,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,19.01,3,0.2,6.89,2023,4,April,Q2,0.3625,7
348,US-2023-150581,08-04-2023,12-04-2023,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,94521,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,399.96,4,0,139.99,2023,4,April,Q2,0.35,4
349,US-2023-121734,11-04-2023,16-04-2023,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Lewiston,Idaho,83501,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.58,1,0.2,3.35,2023,4,April,Q2,0.35,5
350,US-2023-102715,11-04-2023,13-04-2023,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",6.91,3,0.2,2.33,2023,4,April,Q2,0.3375,2
351,US-2023-102715,11-04-2023,13-04-2023,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.37,2,0.2,3.63,2023,4,April,Q2,0.35,2
352,US-2023-110555,11-04-2023,18-04-2023,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,87.08,7,0,24.38,2023,4,April,Q2,0.28,7
353,US-2023-102715,11-04-2023,13-04-2023,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,335.94,7,0.2,41.99,2023,4,April,Q2,0.125,2
354,US-2023-102715,11-04-2023,13-04-2023,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,383.98,3,0.2,81.59,2023,4,April,Q2,0.2125,2
355,US-2023-110555,11-04-2023,18-04-2023,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,217.44,6,0,91.32,2023,4,April,Q2,0.42,7
356,US-2023-110555,11-04-2023,18-04-2023,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.58,2,0.2,9.24,2023,4,April,Q2,0.0875,7
357,US-2023-138940,11-04-2023,16-04-2023,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Austin,Texas,78745,Central,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.35,6,0.2,265.42,2023,4,April,Q2,0.35,5
358,US-2023-154599,12-04-2023,17-04-2023,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.5,3,0.15,-18.15,2023,4,April,Q2,-0.058823529,5
359,US-2023-142979,12-04-2023,18-04-2023,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Lodi,California,95240,West,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,0,16.27,2023,4,April,Q2,0.41,6
360,US-2023-154599,12-04-2023,17-04-2023,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.09,7,0.2,6.56,2023,4,April,Q2,0.3625,5
361,US-2023-158365,12-04-2023,17-04-2023,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Bloomington,Indiana,47401,Central,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,32.4,5,0,15.55,2023,4,April,Q2,0.48,5
362,US-2023-154599,12-04-2023,17-04-2023,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.37,4,0.2,38.36,2023,4,April,Q2,0.0875,5
363,US-2023-154599,12-04-2023,17-04-2023,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.09,14,0.2,94.07,2023,4,April,Q2,0.0875,5
364,US-2023-122336,13-04-2023,17-04-2023,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.86,4,0.2,1.12,2023,4,April,Q2,0.0625,4
365,US-2023-122336,13-04-2023,17-04-2023,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.98,2023,4,April,Q2,-0.8,4
366,US-2023-122336,13-04-2023,17-04-2023,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.99,13,0.2,10.07,2023,4,April,Q2,0.325,4
367,US-2023-167724,13-04-2023,18-04-2023,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Baltimore,Maryland,21215,East,OFF-LA-10002368,Office Supplies,Labels,Avery 479,7.83,3,0,3.6,2023,4,April,Q2,0.46,5
368,US-2023-122336,13-04-2023,17-04-2023,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.93,12,0.4,8.39,2023,4,April,Q2,0.116666667,4
369,US-2023-120740,15-04-2023,15-04-2023,Same Day,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,90049,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4,0,76.98,2023,4,April,Q2,0.41,0
370,US-2023-120740,15-04-2023,15-04-2023,Same Day,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,90049,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,0,31.02,2023,4,April,Q2,0.29,0
371,US-2023-155208,16-04-2023,20-04-2023,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.07,6,0.2,9.77,2023,4,April,Q2,0.25,4
372,US-2023-100678,18-04-2023,22-04-2023,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.06,3,0.3,-18.12,2023,4,April,Q2,-0.057142857,4
373,US-2023-110849,18-04-2023,23-04-2023,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",10.75,5,0,3.55,2023,4,April,Q2,0.33,5
374,US-2023-100678,18-04-2023,22-04-2023,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,2.69,2,0.2,1.01,2023,4,April,Q2,0.375,4
375,US-2023-110849,18-04-2023,23-04-2023,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,13.12,4,0,3.8,2023,4,April,Q2,0.29,5
376,US-2023-100678,18-04-2023,22-04-2023,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.35,3,0.2,50.41,2023,4,April,Q2,0.3375,4
377,US-2023-110849,18-04-2023,23-04-2023,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",11.62,2,0,3.6,2023,4,April,Q2,0.31,5
378,US-2023-100678,18-04-2023,22-04-2023,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.98,3,0.2,28.5,2023,4,April,Q2,0.125,4
379,US-2023-110849,18-04-2023,23-04-2023,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.97,4,0.2,97.19,2023,4,April,Q2,0.3375,5
380,US-2023-169460,19-04-2023,21-04-2023,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,San Jose,California,95123,West,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,0,26.65,2023,4,April,Q2,0.35,2
381,US-2023-158470,19-04-2023,23-04-2023,Second Class,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,58.05,3,0,26.7,2023,4,April,Q2,0.46,4
382,US-2023-158470,19-04-2023,23-04-2023,Second Class,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,71.28,11,0,34.21,2023,4,April,Q2,0.48,4
383,US-2023-101462,20-04-2023,25-04-2023,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",59.92,4,0,27.56,2023,4,April,Q2,0.46,5
384,US-2023-134572,20-04-2023,22-04-2023,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.1,5,0.3,-95.67,2023,4,April,Q2,-0.128571429,2
385,US-2023-134572,20-04-2023,22-04-2023,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,401.59,2,0.3,-131.95,2023,4,April,Q2,-0.328571429,2
386,US-2023-134572,20-04-2023,22-04-2023,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",44.84,5,0.2,5.61,2023,4,April,Q2,0.125,2
387,US-2023-158064,21-04-2023,25-04-2023,Standard Class,AA-10375,Allen Armold,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.58,2023,4,April,Q2,0.3375,4
388,US-2023-136336,21-04-2023,26-04-2023,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",828.84,6,0,0,2023,4,April,Q2,0,5
389,US-2023-122070,22-04-2023,24-04-2023,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Troy,New York,12180,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",9.91,3,0.2,3.35,2023,4,April,Q2,0.3375,2
390,US-2023-122070,22-04-2023,24-04-2023,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Troy,New York,12180,East,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,247.84,8,0,121.44,2023,4,April,Q2,0.49,2
391,US-2023-150119,23-04-2023,27-04-2023,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.37,2,0.3,-12.06,2023,4,April,Q2,-0.042857143,4
392,US-2023-150119,23-04-2023,27-04-2023,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.37,2,0.3,-12.06,2023,4,April,Q2,-0.042857143,4
393,US-2023-150119,23-04-2023,27-04-2023,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.34,4,0.2,7.82,2023,4,April,Q2,0.35,4
394,US-2023-150119,23-04-2023,27-04-2023,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,7.49,8,0.7,-5.24,2023,4,April,Q2,-0.7,4
395,US-2023-112564,23-04-2023,24-04-2023,First Class,TS-21160,Theresa Swint,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.5,3,0.7,-1.75,2023,4,April,Q2,-0.7,1
396,US-2023-111857,23-04-2023,26-04-2023,Second Class,NM-18445,Nathan Mautz,Home Office,United States,San Francisco,California,94109,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,48.91,1,0,22.99,2023,4,April,Q2,0.47,3
397,US-2023-166954,25-04-2023,30-04-2023,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.04,5,0.2,148.7,2023,4,April,Q2,0.1,5
398,US-2023-166954,25-04-2023,30-04-2023,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25,5,0,63.68,2023,4,April,Q2,0.21,5
399,US-2023-166954,25-04-2023,30-04-2023,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,270.72,3,0,78.51,2023,4,April,Q2,0.29,5
400,US-2023-157406,25-04-2023,29-04-2023,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.24,3,0.2,0.55,2023,4,April,Q2,0.0875,4
401,US-2023-157406,25-04-2023,29-04-2023,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.37,2,0.2,3.63,2023,4,April,Q2,0.35,4
402,US-2023-110100,25-04-2023,29-04-2023,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403,South,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.38,3,0.2,37.8,2023,4,May,Q2,0.125,4
403,US-2023-147298,26-04-2023,03-05-2023,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.03,2023,4,April,Q2,0.1,7
404,US-2023-116785,26-04-2023,30-04-2023,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,0,6.21,2023,4,May,Q2,0.29,4
405,US-2023-147298,26-04-2023,03-05-2023,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.29,6,0.2,5.72,2023,4,April,Q2,0.3125,7
406,US-2023-116785,26-04-2023,30-04-2023,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,OFF-LA-10000305,Office Supplies,Labels,Avery 495,12.6,2,0,5.8,2023,4,May,Q2,0.46,4
407,US-2023-118976,28-04-2023,03-05-2023,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,5.34,2,0,1.5,2023,4,May,Q2,0.28,5
408,US-2023-118976,28-04-2023,03-05-2023,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2,0,9.39,2023,4,May,Q2,0.45,5
409,US-2023-118976,28-04-2023,03-05-2023,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,1,0,1.51,2023,4,May,Q2,0.48,5
410,US-2023-140228,28-04-2023,03-05-2023,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,6.91,3,0.2,2.51,2023,4,May,Q2,0.3625,5
411,US-2023-118976,28-04-2023,03-05-2023,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,497.61,9,0,129.38,2023,4,May,Q2,0.26,5
412,US-2023-140228,28-04-2023,03-05-2023,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",177.57,2,0.2,-37.73,2023,4,May,Q2,-0.2125,5
413,US-2023-140228,28-04-2023,03-05-2023,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,27.1,3,0.2,2.03,2023,4,May,Q2,0.075,5
414,US-2023-132983,28-04-2023,03-05-2023,Standard Class,DS-13180,David Smith,Corporate,United States,Jamestown,New York,14701,East,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2,0,57.59,2023,4,April,Q2,0.36,5
